Unnamed: 0.1,Unnamed: 0,id,neo_reference_id,name,name_limited,designation,absolute_magnitude_h,is_potentially_hazardous_asteroid,is_sentry_object,kilometers_estimated_diameter_min,kilometers_estimated_diameter_max,orbit_id,orbit_class_type,perihelion_distance,aphelion_distance,first_observation_date,last_observation_date,orbit_class_description,Median Size,start_date,end_date,duration,After Atlas
99,99,2006489,2006489,6489 Golevka (1991 JX),Golevka,6489,19.2,True,False,0.3841978911,0.8590926012,106,APO,0.9631204103680504,4.008128430225193,1991-04-15,2015-11-03,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.23744735504999998,1991-04-15,2015-11-03,8968 days,False
101,101,2006569,2006569,6569 Ondaatje (1993 MO),Ondaatje,6569,16.69,False,False,1.2205483181,2.7292290091,273,AMO,1.267411571370901,1.984973989191907,1983-12-29,2022-04-16,Near-Earth asteroid orbits similar to that of 1221 Amor,0.7543403455,1983-12-29,2022-04-16,13988 days,False
104,104,2007088,2007088,7088 Ishtar (1992 AA),Ishtar,7088,16.85,False,False,1.133848361,2.5353620113,238,AMO,1.208753069555742,2.75451573240279,1981-03-03,2021-06-19,Near-Earth asteroid orbits similar to that of 1221 Amor,0.70075682515,1981-03-03,2021-06-19,14718 days,False
105,105,2007092,2007092,7092 Cadmus (1992 LC),Cadmus,7092,15.02,False,False,2.6336313095,5.8889786358,198,APO,0.771257373328097,4.310087525711848,1980-06-02,2020-08-13,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,1.62767366315,1980-06-02,2020-08-13,14682 days,False
108,108,2007336,2007336,7336 Saunders (1989 RS1),Saunders,7336,18.8,False,False,0.4619074603,1.0328564805,147,AMO,1.195102744285535,3.416282438222721,1982-10-20,2018-01-15,Near-Earth asteroid orbits similar to that of 1221 Amor,0.2854745101,1982-10-20,2018-01-15,12871 days,False
111,111,2007358,2007358,7358 Oze (1995 YA3),Oze,7358,14.76,False,False,2.9686225126,6.6380417377,418,AMO,1.09394772719638,3.302606990228544,1959-12-02,2022-04-01,Near-Earth asteroid orbits similar to that of 1221 Amor,1.83470961255,1959-12-02,2022-04-01,22766 days,False
113,113,2007480,2007480,7480 Norwan (1994 PC),Norwan,7480,17.06,False,False,1.0293308202,2.3016536853,210,AMO,1.07066461242876,2.064844161296608,1982-05-01,2021-06-07,Near-Earth asteroid orbits similar to that of 1221 Amor,0.6361614325499999,1982-05-01,2021-06-07,14282 days,False
121,121,2008013,2008013,8013 Gordonmoore (1990 KA),Gordonmoore,8013,17.1,False,False,1.0105434154,2.2596437711,175,AMO,1.25078609624937,3.149087983897994,1951-09-01,2021-11-30,Near-Earth asteroid orbits similar to that of 1221 Amor,0.62455017785,1951-09-01,2021-11-30,25658 days,False
123,123,2008034,2008034,8034 Akka (1992 LR),Akka,8034,18.01,False,False,0.6645917971,1.4860724357,111,AMO,1.081214431196645,2.578665514354533,1992-05-21,2021-02-13,Near-Earth asteroid orbits similar to that of 1221 Amor,0.41074031929999993,1992-05-21,2021-02-13,10495 days,False
131,131,2008709,2008709,8709 Kadlu (1994 JF1),Kadlu,8709,17.08,False,False,1.0198938585,2.2805519975,65,AMO,1.29253010802543,3.766277287795753,1990-09-23,2022-04-07,Near-Earth asteroid orbits similar to that of 1221 Amor,0.6303290695,1990-09-23,2022-04-07,11519 days,False
133,133,2009162,2009162,9162 Kwiila (1987 OA),Kwiila,9162,18.0,False,False,0.6676594135,1.4929318344,148,APO,0.605369089429373,2.38738935874992,1987-07-18,2021-05-14,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.41263621045,1987-07-18,2021-05-14,12354 days,False
134,134,2009172,2009172,9172 Abhramu (1989 OB),Abhramu,9172,16.65,False,False,1.2432400055,2.7799691647,88,AMO,1.211136601864603,4.207308460053932,1989-07-07,2022-03-05,Near-Earth asteroid orbits similar to that of 1221 Amor,0.7683645796000002,1989-07-07,2022-03-05,11929 days,False
138,138,2009950,2009950,9950 ESA (1990 VB),ESA,9950,16.21,False,False,1.5224918504,3.4043952726,176,AMO,1.138447442154608,3.737585790171956,1990-11-08,2022-04-03,Near-Earth asteroid orbits similar to that of 1221 Amor,0.9409517111,1990-11-08,2022-04-03,11469 days,False
144,144,2010563,2010563,10563 Izhdubar (1993 WD),Izhdubar,10563,16.94,False,False,1.0878148336,2.4324279148,83,APO,0.7387394822184818,1.274960670945201,1991-11-13,2021-07-02,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.6723065406,1991-11-13,2021-07-02,10824 days,False
148,148,2011066,2011066,11066 Sigurd (1992 CC1),Sigurd,11066,15.25,False,False,2.3689449936,5.2971220406,314,APO,0.8691633601407519,1.91391880465577,1976-04-01,2022-01-12,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,1.4640885234999998,1976-04-01,2022-01-12,16722 days,False
149,149,2011284,2011284,11284 Belenus (1990 BA),Belenus,11284,18.17,False,False,0.6173834405,1.3805113411,159,AMO,1.153115779291094,2.32700877011593,1950-12-09,2022-03-23,Near-Earth asteroid orbits similar to that of 1221 Amor,0.3815639503,1950-12-09,2022-03-23,26037 days,False
150,150,2011311,2011311,11311 Peleus (1993 XN2),Peleus,11311,15.91,False,False,1.7480545317,3.9087687612,146,APO,0.9826071478679702,3.251546861257539,1993-12-10,2022-04-08,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,1.08035711475,1993-12-10,2022-04-08,10346 days,False
153,153,2011500,2011500,11500 Tomaiyowit (1989 UR),Tomaiyowit,11500,18.32,True,False,0.5761757511,1.2883681464,212,APO,0.6955300902857173,1.464246090830432,1989-10-25,2019-08-18,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.35609619765000006,1989-10-25,2019-08-18,10889 days,False
154,154,2011885,2011885,11885 Summanus (1990 SS),Summanus,11885,18.52,False,False,0.5254785303,1.1750057146,79,APO,0.8953190014793486,2.511454294987516,1990-09-25,2022-03-01,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.32476359214999995,1990-09-25,2022-03-01,11480 days,False
156,156,2012711,2012711,12711 Tukmit (1991 BB),Tukmit,12711,16.01,False,False,1.6693791177,3.7328451875,343,APO,0.863558341787954,1.50925037852806,1991-01-12,2022-03-17,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,1.0317330349000002,1991-01-12,2022-03-17,11387 days,False
157,157,2012923,2012923,12923 Zephyr (1999 GK4),Zephyr,12923,15.82,True,False,1.8220277059,4.0741778073,414,APO,0.9962225321419932,2.927925442804134,1955-04-21,2022-03-22,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,1.1260750507,1955-04-21,2022-03-22,24442 days,False
158,158,2013553,2013553,13553 Masaakikoyama (1992 JE),Masaakikoyama,13553,16.47,False,False,1.3506877983,3.0202297334,349,AMO,1.172664161185341,3.204899700553968,1979-06-24,2021-12-02,Near-Earth asteroid orbits similar to that of 1221 Amor,0.8347709675499999,1979-06-24,2021-12-02,15502 days,False
161,161,2014827,2014827,14827 Hypnos (1986 JK),Hypnos,14827,18.3,True,False,0.5815070396,1.30028927,52,APO,0.9498233681864678,4.735613546512233,1986-05-04,2019-04-03,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.35939111519999994,1986-05-04,2019-04-03,12022 days,False
162,162,2015745,2015745,15745 Yuliya (1991 PM5),Yuliya,15745,17.32,False,False,0.9131770255,2.0419259045,232,AMO,1.281149503549415,2.158364705377555,1982-07-27,2022-01-07,Near-Earth asteroid orbits similar to that of 1221 Amor,0.5643744395000001,1982-07-27,2022-01-07,14409 days,False
163,163,2015817,2015817,15817 Lucianotesi (1994 QC),Lucianotesi,15817,18.4,False,False,0.5553349116,1.2417666126,139,AMO,1.168101792734176,1.48099798777295,1994-08-28,2021-01-14,Near-Earth asteroid orbits similar to that of 1221 Amor,0.3432158505,1994-08-28,2021-01-14,9636 days,False
164,164,2016064,2016064,16064 Davidharvey (1999 RH27),Davidharvey,16064,16.67,False,False,1.2318419127,2.7544822542,89,AMO,1.17041232519423,4.526601317630499,1994-09-01,2020-05-19,Near-Earth asteroid orbits similar to that of 1221 Amor,0.76132017075,1994-09-01,2020-05-19,9392 days,False
169,169,2016912,2016912,16912 Rhiannon (1998 EP8),Rhiannon,16912,17.9,False,False,0.6991252322,1.5632915441,69,AMO,1.273602347446999,2.228613567041842,1992-08-29,2021-03-20,Near-Earth asteroid orbits similar to that of 1221 Amor,0.43208315594999996,1992-08-29,2021-03-20,10430 days,False
176,176,2018106,2018106,18106 Blume (2000 NX3),Blume,18106,17.7,False,False,0.7665755735,1.7141150923,47,AMO,1.193207942724581,3.696580287030257,1977-09-04,2021-02-12,Near-Earth asteroid orbits similar to that of 1221 Amor,0.47376975939999993,1977-09-04,2021-02-12,15867 days,False
188,188,2020460,2020460,20460 Robwhiteley (1999 LO28),Robwhiteley,20460,15.31,False,False,2.3043846658,5.152760759,324,AMO,1.103479174032074,2.650168082598511,1954-12-30,2022-03-06,Near-Earth asteroid orbits similar to that of 1221 Amor,1.4241880466000003,1954-12-30,2022-03-06,24538 days,False
191,191,2021088,2021088,21088 Chelyabinsk (1992 BL2),Chelyabinsk,21088,14.31,False,False,3.6522035696,8.1665754493,570,AMO,1.29917543552614,2.113681924270126,1990-01-30,2021-05-10,Near-Earth asteroid orbits similar to that of 1221 Amor,2.25718593985,1990-01-30,2021-05-10,11423 days,False
205,205,2024761,2024761,24761 Ahau (1993 BW2),Ahau,24761,17.28,False,False,0.930154254,2.0798881414,170,APO,0.9267390224986328,1.743053806616984,1993-01-28,2021-07-07,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.5748669437,1993-01-28,2021-07-07,10387 days,False
206,206,2025143,2025143,25143 Itokawa (1998 SF36),Itokawa,25143,19.0,True,False,0.4212646106,0.9419763057,214,APO,0.953169409113684,1.695058323916333,1998-09-19,2022-03-25,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.26035584755,1998-09-19,2022-03-25,8588 days,False
240,240,2037655,2037655,37655 Illapa (1994 PM),Illapa,37655,17.81,True,False,0.7287104149,1.6294460236,120,APO,0.3661496156117923,2.589514265828829,1994-08-01,2021-08-02,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.45036780434999996,1994-08-01,2021-08-02,9863 days,False
242,242,2038086,2038086,38086 Beowulf (1999 JB),Beowulf,38086,17.34,False,False,0.9048049682,2.0232054153,195,APO,0.6159062541403645,2.224438554970546,1992-05-01,2022-03-23,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.55920022355,1992-05-01,2022-03-23,10918 days,False
257,257,2052387,2052387,52387 Huitzilopochtli (1993 OM7),Huitzilopochtli,52387,17.7,False,False,0.7665755735,1.7141150923,144,AMO,1.038868357635245,1.525401312398525,1993-07-20,2021-12-05,Near-Earth asteroid orbits similar to that of 1221 Amor,0.47376975939999993,1993-07-20,2021-12-05,10365 days,False
275,275,2054509,2054509,54509 YORP (2000 PH5),YORP,54509,22.7,False,False,0.0766575574,0.1714115092,87,APO,0.7745491344299926,1.237304605693859,2000-08-03,2005-08-03,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.0473769759,2000-08-03,2005-08-03,1826 days,False
288,288,2065803,2065803,65803 Didymos (1996 GT),Didymos,65803,18.07,True,False,0.6464798256,1.4455728362,181,APO,1.013081014093853,2.275332821472599,1996-04-11,2021-02-05,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.3995465053,1996-04-11,2021-02-05,9066 days,False
297,297,2066391,2066391,66391 Moshup (1999 KW4),Moshup,66391,16.59,True,False,1.2780709882,2.8578536096,351,ATE,0.2001871019669734,1.084556685440233,1998-05-29,2021-08-22,Near-Earth asteroid orbits similar to that of 2062 Aten,0.7898913106999998,1998-05-29,2021-08-22,8486 days,False
317,317,2069230,2069230,69230 Hermes (1937 UB),Hermes,69230,17.51,True,False,0.8366715019,1.8708543531,145,APO,0.6219231031474675,2.688203413628972,1937-10-25,2020-11-19,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.5170914256,1937-10-25,2020-11-19,30341 days,False
323,323,2085585,2085585,85585 Mjolnir (1998 FG2),Mjolnir,85585,21.6,True,False,0.1272198785,0.2844722965,32,APO,0.8352436825755152,1.759907214479136,1998-03-21,2003-10-20,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.078626209,1998-03-21,2003-10-20,2039 days,False
371,371,2096189,2096189,96189 Pygmalion (1991 NT3),Pygmalion,96189,16.44,False,False,1.3694777373,3.0622453143,235,AMO,1.260304222518295,2.380140033009909,1986-03-19,2022-01-06,Near-Earth asteroid orbits similar to that of 1221 Amor,0.8463837885000001,1986-03-19,2022-01-06,13077 days,False
383,383,2099942,2099942,99942 Apophis (2004 MN4),Apophis,99942,19.09,True,False,0.4041615334,0.9037326626,216,ATE,0.7461066758322956,1.099285102884829,2004-03-15,2021-05-12,Near-Earth asteroid orbits similar to that of 2062 Aten,0.24978556459999998,2004-03-15,2021-05-12,6267 days,False
390,390,2101955,2101955,101955 Bennu (1999 RQ36),Bennu,101955,20.21,True,True,0.2412986969,0.5395602892,118,APO,0.8968944004459729,1.355887651343651,1999-09-11,2020-10-03,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.14913079615,1999-09-11,2020-10-03,7693 days,False
412,412,2136795,2136795,136795 Tatsunokingo (1997 BQ),Tatsunokingo,136795,18.17,True,False,0.6173834405,1.3805113411,86,APO,0.9100334689152833,2.583138682372806,1997-01-16,2021-11-30,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.3815639503,1997-01-16,2021-11-30,9084 days,False
413,413,2136818,2136818,136818 Selqet (1997 MW1),Selqet,136818,18.98,False,False,0.425162524,0.9506923052,104,ATE,0.6128413000640286,1.26217973609333,1997-06-29,2019-05-07,Near-Earth asteroid orbits similar to that of 2062 Aten,0.2627648906,1997-06-29,2019-05-07,7982 days,False
423,423,2137052,2137052,137052 Tjelvar (1998 VO33),Tjelvar,137052,17.07,False,False,1.0246014747,2.2910785472,244,APO,0.2377700504242541,2.258300157287607,1998-11-15,2022-02-08,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.63323853625,1998-11-15,2022-02-08,8486 days,False
612,612,2154991,2154991,154991 Vinciguerra (2005 BX26),Vinciguerra,154991,18.51,False,False,0.527904029,1.1804292945,111,AMO,1.154463870871651,2.255064166853658,1987-05-30,2021-10-04,Near-Earth asteroid orbits similar to that of 1221 Amor,0.32626263274999995,1987-05-30,2021-10-04,12546 days,False
643,643,2161989,2161989,161989 Cacus (1978 CA),Cacus,161989,17.33,True,False,0.9089813582,2.0325441072,203,APO,0.882861594056069,1.363435795474164,1978-02-08,2022-04-01,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.5617813745,1978-02-08,2022-04-01,16123 days,False
649,649,2162011,2162011,162011 Konnohmaru (1994 AB1),Konnohmaru,162011,16.54,False,False,1.3078410858,2.9244215717,105,AMO,1.140566160599303,4.524480978295732,1993-12-22,2019-05-07,Near-Earth asteroid orbits similar to that of 1221 Amor,0.80829024295,1993-12-22,2019-05-07,9267 days,False
666,666,2162173,2162173,162173 Ryugu (1999 JU3),Ryugu,162173,19.38,True,False,0.3536347843,0.7907514169,249,APO,0.963474650993796,1.418552203547028,1986-04-14,2021-06-21,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.21855831629999997,1986-04-14,2021-06-21,12852 days,False
745,745,2163693,2163693,163693 Atira (2003 CP20),Atira,163693,16.36,False,False,1.4208720673,3.1771665298,147,IEO,0.5022750623052787,0.9797337804345524,2003-02-11,2022-04-15,An asteroid orbit contained entirely within the orbit of the Earth - Interior Earth Object,0.87814723125,2003-02-11,2022-04-15,7003 days,False
764,764,2164215,2164215,164215 Doloreshill (2004 MF6),Doloreshill,164215,20.0,False,False,0.2658,0.5943468684,43,AMO,1.27769165336953,2.953498096338348,2001-10-20,2010-05-20,Near-Earth asteroid orbits similar to that of 1221 Amor,0.16427343419999998,2001-10-20,2010-05-20,3134 days,False
829,829,2189011,2189011,189011 Ogmios (1997 NJ6),Ogmios,189011,19.08,False,False,0.4060270583,0.907904103,71,AMO,1.15197491705256,1.848693008190695,1997-07-08,2022-01-25,Near-Earth asteroid orbits similar to that of 1221 Amor,0.25093852235,1997-07-08,2022-01-25,8967 days,False
913,913,2217628,2217628,217628 Lugh (1990 HA),Lugh,217628,16.62,True,False,1.2605351968,2.8186423881,31,APO,0.7303076554457858,4.335022359579023,1960-09-24,2019-06-03,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.7790535956499999,1960-09-24,2019-06-03,21436 days,False
1171,1171,2306367,2306367,306367 Nut (5025 P-L),Nut,306367,15.7,False,False,1.9255507819,4.3056624424,56,APO,0.6546108282683711,4.416508964597191,1960-10-22,2021-08-03,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,1.19005583025,1960-10-22,2021-08-03,22200 days,False
1214,1214,2314082,2314082,314082 Dryope (2005 CZ36),Dryope,314082,17.4,True,False,0.8801465209,1.9680674509,60,APO,0.9521236624653032,3.523937310017934,2005-01-19,2019-11-25,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.5439604650000001,2005-01-19,2019-11-25,5423 days,False
1242,1242,2326290,2326290,326290 Akhenaten (1998 HE3),Akhenaten,326290,21.73,True,False,0.1198270801,0.2679414966,65,ATE,0.4919856535786943,1.265886750801431,1993-04-13,2021-04-19,Near-Earth asteroid orbits similar to that of 2062 Aten,0.07405720825,1993-04-13,2021-04-19,10233 days,False
1335,1335,2343158,2343158,343158 Marsyas (2009 HC82),Marsyas,343158,16.33,False,False,1.4406383667,3.2213653189,75,APO,0.4889103578262293,4.565504270970917,2004-03-18,2021-07-06,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.8903634761000001,2004-03-18,2021-07-06,6319 days,False
1473,1473,2367943,2367943,367943 Duende (2012 DA14),Duende,367943,24.0,False,False,0.0421264611,0.0941976306,81,ATE,0.8288471958657786,0.9914328653693087,2012-02-23,2013-02-21,Near-Earth asteroid orbits similar to that of 2062 Aten,0.02603558475,2012-02-23,2013-02-21,364 days,False
1626,1626,2398188,2398188,398188 Agni (2010 LE15),Agni,398188,19.4,True,False,0.3503926411,0.7835017643,100,ATE,0.6280398371694909,1.100610609533313,2001-07-02,2018-08-11,Near-Earth asteroid orbits similar to that of 2062 Aten,0.21655456159999997,2001-07-02,2018-08-11,6249 days,False
1819,1819,2428694,2428694,428694 Saule (2008 OS9),Saule,428694,19.38,False,False,0.3536347843,0.7907514169,59,APO,0.5637541318024198,2.638732594020849,2008-07-25,2021-05-05,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.21855831629999997,2008-07-25,2021-05-05,4667 days,False
2011,2011,2452307,2452307,452307 Manawydan (1997 XV11),Manawydan,452307,18.44,False,False,0.5451989071,1.2191018176,65,AMO,1.273370586711552,2.460663825367812,1997-12-05,2021-01-17,Near-Earth asteroid orbits similar to that of 1221 Amor,0.33695145525,1997-12-05,2021-01-17,8444 days,False
2182,2182,2469219,2469219,469219 Kamo`oalewa (2016 HO3),Kamo`oalewa,469219,24.33,False,False,0.0361871997,0.0809170384,27,APO,0.8980358366530018,1.104238851473863,2004-03-17,2021-05-13,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.02236491935,2004-03-17,2021-05-13,6266 days,False
2211,2211,2471926,2471926,471926 Jormungandr (2013 KN6),Jormungandr,471926,18.54,True,False,0.5206609142,1.1642331974,44,APO,0.2189659469510358,2.712892665077174,2013-05-28,2020-06-08,Near-Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,0.32178614159999996,2013-05-28,2020-06-08,2568 days,False
2300,2300,2481984,2481984,481984 Cernunnos (2009 KL2),Cernunnos,481984,17.98,False,False,0.67383719,1.5067457626,91,AMO,1.166193199492902,3.232767238377121,1996-09-18,2022-04-02,Near-Earth asteroid orbits similar to that of 1221 Amor,0.41645428630000003,1996-09-18,2022-04-02,9327 days,False
